"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1920840989289181679","Fri May 09 13:59:14 +0000 2025","0","enakan bakso drpd mie ayam","1920840989289181679","","","in","","0","0","0","https://x.com/undefined/status/1920840989289181679","1148452861413478400",
"1928780660384125041","Sat May 31 11:48:39 +0000 2025","0","semoga sehat selalu dan harimu menyenangkan","1928780660384125041","","","in","","0","0","0","https://x.com/undefined/status/1928780660384125041","1148452861413478400",
"1936700271792713881","Sun Jun 22 08:18:21 +0000 2025","0","sempet meragukan feeling ku sendiri tp apakh kali ini feeling ku dari awal sudah benar?? ","1936700271792713881","","","in","","0","0","0","https://x.com/undefined/status/1936700271792713881","1148452861413478400",
"1936699067150807244","Sun Jun 22 08:13:34 +0000 2025","0","pls jgn ww3 dulu mager bgttt","1936699067150807244","","","in","","0","0","0","https://x.com/undefined/status/1936699067150807244","1148452861413478400",
"1921558118422446312","Sun May 11 13:28:50 +0000 2025","0","anj emng","1921558118422446312","","","in","","0","0","0","https://x.com/undefined/status/1921558118422446312","1148452861413478400",
"1933497044246946292","Fri Jun 13 12:09:52 +0000 2025","0","day 1 magang jadi army lg mimisan dikit ga ngaruh‍","1933497044246946292","","","in","","0","0","0","https://x.com/undefined/status/1933497044246946292","1148452861413478400",
"1918633061186699351","Sat May 03 11:45:42 +0000 2025","0","seru bgt mantengin drama kesenjangan promotor ini wkwk","1918633061186699351","","","in","","0","1","0","https://x.com/undefined/status/1918633061186699351","1148452861413478400",
"1923355810563837995","Fri May 16 12:32:14 +0000 2025","0","jadi somebody pleasure dari yg versi pendek sampai extended ini mahh","1923355810563837995","","","in","","0","0","0","https://x.com/undefined/status/1923355810563837995","1148452861413478400",
"1930427443506229254","Thu Jun 05 00:52:22 +0000 2025","0","jempol ku knp siii kepencet teross","1930427443506229254","","","in","","0","1","0","https://x.com/undefined/status/1930427443506229254","1148452861413478400",
"1926232503284539395","Sat May 24 11:03:11 +0000 2025","0","pengen main gobak sodor","1926232503284539395","","","in","","0","1","0","https://x.com/undefined/status/1926232503284539395","1148452861413478400",
"1936783718380949530","Sun Jun 22 13:49:56 +0000 2025","0","FAKKK GANTENKK BGT BZIRR","1936783718380949530","","","in","","0","0","0","https://x.com/undefined/status/1936783718380949530","1148452861413478400",
"1918635035596595353","Sat May 03 11:53:33 +0000 2025","0","seru bgt iri gwehj","1918635035596595353","","","in","","0","0","0","https://x.com/undefined/status/1918635035596595353","1148452861413478400",
"1933504242599543073","Fri Jun 13 12:38:28 +0000 2025","0","banyakk bgt bonus nya woyy","1933504242599543073","","","in","","0","0","0","https://x.com/undefined/status/1933504242599543073","1148452861413478400",
"1936784042135093697","Sun Jun 22 13:51:14 +0000 2025","0","oleng ke crush satunya lagii aduhhhh‍","1936784042135093697","","","in","","0","0","0","https://x.com/undefined/status/1936784042135093697","1148452861413478400",
"1926040342270296553","Fri May 23 22:19:36 +0000 2025","0","udahlah kalo heboh tu tanda masa ga hafal hafal cuitttzzz","1926040342270296553","","","in","","0","0","0","https://x.com/undefined/status/1926040342270296553","1148452861413478400",
"1936395256024699049","Sat Jun 21 12:06:20 +0000 2025","0","melek mancingg","1936395256024699049","","","in","","0","0","0","https://x.com/undefined/status/1936395256024699049","1148452861413478400",
"1923019464221630794","Thu May 15 20:52:16 +0000 2025","0","@jeonavia apasi yaallah teh","1923119261288935868","","jeonavia","in","","0","0","0","https://x.com/undefined/status/1923119261288935868","1148452861413478400",
"1898423018814390505","Tue May 27 01:37:01 +0000 2025","0","@jinniedarl ihh bjirr kirain ijo","1927177189566373927","","jinniedarl","in","","0","0","0","https://x.com/undefined/status/1927177189566373927","1148452861413478400",
"1918621179264528794","Sat May 03 11:41:03 +0000 2025","0","@wonfeel9 ga kebayang dingin nya","1918631887666557322","","wonfeel9","in","","0","0","0","https://x.com/undefined/status/1918631887666557322","1148452861413478400",
"1923019183761051820","Thu May 15 21:00:16 +0000 2025","0","@haecandam westalah mel adewe ki podo kok lek dadak gaya first move","1923121275196617082","","haecandam","in","","0","1","0","https://x.com/undefined/status/1923121275196617082","1148452861413478400",
