"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1930943184437125420","Fri Jun 06 11:01:45 +0000 2025","0","heran ini negara isinya mayoritas org tololl","1930943184437125420","","","in","","0","0","0","https://x.com/undefined/status/1930943184437125420","1542212160033460224",
"1927756780425064943","Wed May 28 16:00:07 +0000 2025","0","JUJURR PENGEN MAKAN SEMUA MAKANAN YG LEWAT TL‍","1927756780425064943","","","in","","0","0","0","https://x.com/undefined/status/1927756780425064943","1542212160033460224",
"1930942091976495462","Fri Jun 06 10:57:24 +0000 2025","0","njir lagi dengerin playlist spotifyku terus habis lagu 'woman' tiba tiba langsung 'goyang dumang' malu bgt fakk mana diketawain","1930942091976495462","","","in","","0","1","0","https://x.com/undefined/status/1930942091976495462","1542212160033460224",
"1928454808459223508","Fri May 30 14:13:49 +0000 2025","0","slama merantauu anjay slalu chat mba² tukang marah marah ituuu thanks yh jdi tidak sepi bgt urip iki","1928454808459223508","","","in","","0","0","0","https://x.com/undefined/status/1928454808459223508","1542212160033460224",
"1929218857257849116","Sun Jun 01 16:49:53 +0000 2025","0","mati takut hidup segan","1929218857257849116","","","in","","0","0","0","https://x.com/undefined/status/1929218857257849116","1542212160033460224",
"1929219479113699540","Sun Jun 01 16:52:21 +0000 2025","0","kynya aku bloon trims","1929219479113699540","","","in","","0","0","0","https://x.com/undefined/status/1929219479113699540","1542212160033460224",
"1927774912145485916","Wed May 28 17:12:10 +0000 2025","0","kalo bubar enaknya kemana ya?","1927774912145485916","","","in","","0","0","0","https://x.com/undefined/status/1927774912145485916","1542212160033460224",
"1935204735700918361","Wed Jun 18 05:15:38 +0000 2025","0","all size baru nyampe belum kepake hj: 250k gk include ongkir ya dom malang bisa cod dijual karna beli 2 ternyata kurg cocok sama warna ini. roknya tb 165 midi ya jadinya https://t.co/PsZecQ5aBm","1935204735700918361","https://pbs.twimg.com/media/Gts6cRAaUAAUZGf.jpg","","in","","0","0","0","https://x.com/undefined/status/1935204735700918361","1542212160033460224",
"1927747559868465224","Wed May 28 15:23:28 +0000 2025","1","dulu selalu dibilangin bokap jgn jadi pengecut klo lagi outbound or anything. skrg tw mksdnya deh ga cuman diketinggian tp jgn jdi pengecut di kehidupunk ini","1927747559868465224","","","in","","0","0","1","https://x.com/undefined/status/1927747559868465224","1542212160033460224",
"1929201612373008571","Sun Jun 01 15:41:21 +0000 2025","0","latte no sugar + triple shot lambung ga kena tapi pusing","1929201612373008571","","","in","","0","1","0","https://x.com/undefined/status/1929201612373008571","1542212160033460224",
"1927722510591680595","Wed May 28 13:43:56 +0000 2025","1","dohhh i need culinary for now tapi rasanya kaya ga enak anjg sungkan sungkan tai ledig","1927722510591680595","","","in","","0","0","0","https://x.com/undefined/status/1927722510591680595","1542212160033460224",
"1927722339392700471","Wed May 28 13:43:15 +0000 2025","0","kalau ngekos gx tw tapi at least lebih better than know","1927722339392700471","","","in","","0","0","0","https://x.com/undefined/status/1927722339392700471","1542212160033460224",
"1932467636878856397","Tue Jun 10 15:59:22 +0000 2025","0","otW puLank im coming hari hari menganggurrrr","1932467636878856397","","","in","","0","0","0","https://x.com/undefined/status/1932467636878856397","1542212160033460224",
"1932282581896364523","Tue Jun 10 03:44:02 +0000 2025","0","hy apa ada yg jual backpack merché dusty pink yg msi mulus 100000% ","1932282581896364523","","","in","","0","0","0","https://x.com/undefined/status/1932282581896364523","1542212160033460224",
"1928454425183388022","Fri May 30 14:12:18 +0000 2025","0","mw pnya temen chatting yg malam doang","1928454425183388022","","","in","","0","0","0","https://x.com/undefined/status/1928454425183388022","1542212160033460224",
"1930942091976495462","Sat Jun 07 01:20:59 +0000 2025","0","@botakpalakau MAKANYA ITUU","1931159418642800957","","botakpalakau","in","","0","0","0","https://x.com/undefined/status/1931159418642800957","1542212160033460224",
"1927732916756320715","Wed May 28 15:24:33 +0000 2025","0","@tanyarlfes lol air putih aja bnyk yg skip padahal gratis???","1927747832712204293","","tanyarlfes","in","","0","0","0","https://x.com/undefined/status/1927747832712204293","1542212160033460224",
"1929019576773193933","Sun Jun 01 16:39:55 +0000 2025","0","@look4naravit SAMA!!!! WKWKWKKWK DULU JUGA MAU DAFTAR PAS KELAS 12 LGSG MUNDUR GARA GARA HARUS 20++","1929216348128690669","","look4naravit","in","","0","0","0","https://x.com/undefined/status/1929216348128690669","1542212160033460224",
"1930079780332048427","Thu Jun 05 11:17:47 +0000 2025","0","@botakpalakau mau donk joint","1930584832008216674","","botakpalakau","in","","0","1","0","https://x.com/undefined/status/1930584832008216674","1542212160033460224",
"1927124709860114788","Wed May 28 15:33:06 +0000 2025","0","@botakpalakau nyangi apaa","1927749981366092267","","botakpalakau","in","","0","0","0","https://x.com/undefined/status/1927749981366092267","1542212160033460224",
