"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1929476990396178580","Mon Jun 02 10:28:01 +0000 2025","0","@realmadridindo1 cegil pake jersey madrid sim https://t.co/XjavkLdnj7","1929485147482505352","https://pbs.twimg.com/media/GsbogKpbYAAoDwE.jpg","realmadridindo1","in","","0","1","0","https://x.com/undefined/status/1929485147482505352","1737276739481681920",
"1930546168049836156","Thu Jun 05 08:47:16 +0000 2025","0","@thejurgenholic mau liat bang messi","1930546954414837825","","thejurgenholic","in","","0","0","0","https://x.com/undefined/status/1930546954414837825","1737276739481681920",
"1930561628745126322","Fri Jun 06 09:36:28 +0000 2025","1","@boxerpakrt @OnefootballM kipernya goat onana","1930921724331049428","","boxerpakrt","in","","0","0","0","https://x.com/undefined/status/1930921724331049428","1737276739481681920",
"1930612099576930678","Thu Jun 05 14:57:24 +0000 2025","0","@SeputarMadrid @tutusoftboy madrid ga menghargai legend","1930640100255474148","","SeputarMadrid","in","","0","1","0","https://x.com/undefined/status/1930640100255474148","1737276739481681920",
"1929352142994706889","Mon Jun 02 01:48:10 +0000 2025","2","@ishowsiuuu30 @realmadridindo1 ngebanter boleh nya sextuple treble euro world cup","1929354323265278425","","aboutardaguler","in","","0","1","0","https://x.com/undefined/status/1929354323265278425","1737276739481681920",
"1934617132832264370","Tue Jun 17 09:57:16 +0000 2025","1","@unmagnetism emyu","1934913226464285116","","unmagnetism","in","","0","0","0","https://x.com/undefined/status/1934913226464285116","1737276739481681920",
"1931584653095571866","Mon Jun 09 05:26:08 +0000 2025","0","@_lovebuffs_ @ramyeoness @richreekz @terjompojompo naik itu kak bojonegoro tuban kalo. babat naik bis patas atau biasa https://t.co/JDr49yWLSM","1931945889805082693","https://pbs.twimg.com/media/Gs-miyUbwAAq5bY.jpg","_lovebuffs_","in","","0","1","0","https://x.com/undefined/status/1931945889805082693","1737276739481681920",
"1930654606138413243","Thu Jun 05 15:59:12 +0000 2025","1","@wdytame @unmagnetism asal bahrain ga menang lawan arab Indonesia udah lolos kok","1930655654127255677","","wdytame","in","","0","3","0","https://x.com/undefined/status/1930655654127255677","1737276739481681920",
"1934960384009748780","Tue Jun 17 14:29:54 +0000 2025","0","@SeputarMadrid Keren jg Ipul ini latihan nyantai aja bs juara EPL. Pantes Wirtz Kerkez Frimpong lngsung doyan ke Ipul trnyata latihannya santai coyy. Isak ekitike pun kabarnya mulai kesemsem ama metode latihan Santai ala Liverpool ini. Dari pada capek2 latihan tp 0 gelar yee kan..kewreen.","1934981833869136353","","SeputarMadrid","in","","0","11","2","https://x.com/undefined/status/1934981833869136353","1737276739481681920",
"1929301342268653632","Mon Jun 02 08:52:01 +0000 2025","1","@fab_622 @MJonathanszone yah dinonaktifkan komennya","1929460988497056048","","fab_622","in","","0","0","0","https://x.com/undefined/status/1929460988497056048","1737276739481681920",
"1930199354830401997","Wed Jun 04 13:14:21 +0000 2025","0","@Xryyy_12 @idextratime kasih meme sepeda an madrid dong","1930251778705985665","","Xryyy_12","in","","0","0","0","https://x.com/undefined/status/1930251778705985665","1737276739481681920",
"1931313437658738732","Sat Jun 07 11:37:59 +0000 2025","5","@EJAAAbcd @SeputarMadrid la iya buat 1 turnamen aja nanti habis cwc baru beli stiller","1931314692796166647","","EJAAAbcd","in","","0","0","0","https://x.com/undefined/status/1931314692796166647","1737276739481681920",
"1930730886066327696","Fri Jun 06 01:48:53 +0000 2025","0","@Buds_777 @AfifXavi bukannya vini musim kemarin dibandingin sama messi?","1930804052776092027","","Buds_777","in","","0","2","0","https://x.com/undefined/status/1930804052776092027","1737276739481681920",
"1930872485060481125","Fri Jun 06 07:58:09 +0000 2025","1","@BacaBola14 @SeputarMadrid @FabrizioRomano iyakah","1930896983637868919","","BacaBola14","in","","0","0","0","https://x.com/undefined/status/1930896983637868919","1737276739481681920",
"1929477020699758663","Mon Jun 02 11:09:10 +0000 2025","0","@rukmana_fahmi @R_KDhimas @idextratime @Plettigoal @DaveOCKOP la iya padahal neymar sampe final ucl aja","1929495502300528930","","rukmana_fahmi","in","","0","0","0","https://x.com/undefined/status/1929495502300528930","1737276739481681920",
"1933131665859301690","Thu Jun 12 14:43:52 +0000 2025","1","@ngelchereen @unmagnetism iyaa sampe sekarang sering ditinggal ibu nya","1933173412568109108","","ngelchereen","in","","0","0","0","https://x.com/undefined/status/1933173412568109108","1737276739481681920",
"1930167704000049382","Wed Jun 04 13:23:47 +0000 2025","0","@Thepedrimagic @Rafaeljoaquins @knaemas @GOAL_ID mau tanya kenapa wasit spanyol jarang mimpin kompetisi internasional ya?","1930254155379290496","","Thepedrimagic","in","","0","1","0","https://x.com/undefined/status/1930254155379290496","1737276739481681920",
"1930655688042410292","Fri Jun 06 09:39:06 +0000 2025","0","@dienvidusuni @kamukamu11_ @iam_romans @MichaelTrevor77 @SerieA_Lawas kalah 2-1 &gt; menang 1-0 wkwk","1930922388222365789","","dienvidusuni","in","","0","0","0","https://x.com/undefined/status/1930922388222365789","1737276739481681920",
"1929468353053098370","Mon Jun 02 13:09:41 +0000 2025","0","@pejabatnasional @Triasaprilians @idextratime hakim garis wasit var wasit cadangan ga diitung juga?","1929525832353198524","","pejabatnasional","in","","0","1","0","https://x.com/undefined/status/1929525832353198524","1737276739481681920",
"1932553070657106428","Thu Jun 12 00:43:10 +0000 2025","0","@Anggama17845847 @Erika47742150 @endsteinnn maksudku ketemu pas sama sama runner up pas ronde 4","1932961844014297209","","Anggama17845847","in","","0","0","0","https://x.com/undefined/status/1932961844014297209","1737276739481681920",
