"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1899633994561401178","Wed Mar 12 01:37:59 +0000 2025","8321","@kdrama_menfess bukan agensi yang fokus ke aktor/aktris tapi SM ke Hawaii tuh pernah bikin iri banyak artis agensi lain Tapi ini sama staff juga kalau gak salah 350 orang yang ikut. https://t.co/Fx1Si5Rjoi","1899635954039890170","https://pbs.twimg.com/media/Glzc1FebcAA6fE0.jpg","kdrama_menfess","in","","86","32","491","https://x.com/undefined/status/1899635954039890170","884038056415592450",
"1899820386650304528","Wed Mar 12 13:50:51 +0000 2025","12","Banyak yg Rep SM aku sala satunya. Waduh sorry nih kalau oot Sesuai judulnya agensi &amp; sesuai basenya juga K-drama menfess keluar topik kalau nyebutin SM ? Secara SM juga menaungi para pelakon. Coba dilihat siapa tau ada Wajah yang sering dijumpai dalam K-drama/movie https://t.co/KZdD0B7box","1899820386650304528","https://pbs.twimg.com/media/Gl2EkE6XwAAolg_.jpg","","in","","1","1","0","https://x.com/undefined/status/1899820386650304528","884038056415592450",
"1893547890188144781","Sun Feb 23 06:26:12 +0000 2025","0","NCT DREAM keliatannya ngirim bingkisan buat konser day2 nya WayV. Aww gemeess https://t.co/fxKqXazmWb","1893547890188144781","https://pbs.twimg.com/media/Gkc7xIWWoAARnpw.jpg","","in","","0","0","0","https://x.com/undefined/status/1893547890188144781","884038056415592450",
"1886972604738863263","Wed Feb 05 03:10:42 +0000 2025","673","@kdrama_menfess Ju jihoon anda masih punya banyak hutang S2 maupun S3 ya tapi takut asam uratnya kambuh ","1886975710428119411","","kdrama_menfess","in","","0","0","11","https://x.com/undefined/status/1886975710428119411","884038056415592450",
"1888382104956031289","Sun Feb 09 00:36:22 +0000 2025","549","@kdrama_menfess Nyebelin. Tapi beliau nih aktingnya serius bagus bangeetttt Di tiap drama bisa jadi orang yg bener² masuk ke karakternya. G pernah kebawa-bawa karakternya di project sebelumnya. Respect sama aktor pendukung yg bener² mendukung pemeran utama u bersinar &amp; dia juga bersinar.","1888386422618595682","","kdrama_menfess","in","","1","2","11","https://x.com/undefined/status/1888386422618595682","884038056415592450",
"1899633994561401178","Wed Mar 12 02:57:01 +0000 2025","556","@nebulasoull @kdrama_menfess Kayaknya kalaupun ada udah gak di share lagi. Dulu tahun 2019 atau 2020 gitu juga ada member NCT yang bilang habis retreat tapi gak di publikasikan","1899655842460524623","","nebulasoull","in","","0","1","6","https://x.com/undefined/status/1899655842460524623","884038056415592450",
"1899721650561806577","Wed Mar 12 10:01:44 +0000 2025","2","@smtrainee_base Trainee SM ada saat itu pernah bilang kalau sebuah keharusan trainee diajak liburan ke jepang.","1899762727213732002","","smtrainee_base","in","","0","0","0","https://x.com/undefined/status/1899762727213732002","884038056415592450",
"1890466142629818886","Fri Feb 14 18:27:19 +0000 2025","2","@kbandfess Singkat saja https://t.co/petj2kRwgi Lupin punya N.flying https://t.co/uSdyOsXG5I Awesome juga punya N.flying","1890467877142118456","","kbandfess","in","","0","0","0","https://x.com/undefined/status/1890467877142118456","884038056415592450",
"1899807594895622237","Wed Mar 12 13:51:28 +0000 2025","10","@kdrama_menfess Aku udah 4 kali rewatch Tiap libur kerja selalu nonton ulang beberapa drama yang menurutku masih enak buat di rewatch ","1899820540162154965","","kdrama_menfess","in","","0","0","0","https://x.com/undefined/status/1899820540162154965","884038056415592450",
"1899780161999937585","Wed Mar 12 13:21:37 +0000 2025","2","@yeolthatsloey Makanya Padahal sooman tuh secara bisnis ngerugiin SM banget dia ngeruk uang SM lewat perusahaan² kecil milik dia.","1899813027211620414","","yeolthatsloey","in","","0","1","0","https://x.com/undefined/status/1899813027211620414","884038056415592450",
"1899820795276542010","Wed Mar 12 13:52:29 +0000 2025","0","Pantesan banyak qrt ghaib ","1899820795276542010","","","in","","0","2","0","https://x.com/undefined/status/1899820795276542010","884038056415592450",
"1887919188020449311","Fri Feb 07 17:39:44 +0000 2025","2"," a mother will do anything for her child sering banget disalah artikan yaa justru ibu yang baik itu harusnya melakukan sesuatu sesuai dengan apa yang dilakukan anaknya. Kalau anaknya berkelakuan kurang baik ya ditegur dinasehati bukannya malah disupport.","1887919188020449311","","","in","","0","0","0","https://x.com/undefined/status/1887919188020449311","884038056415592450",
"1899083720600297686","Mon Mar 10 14:15:16 +0000 2025","0","@areummiso @NCTsmtown P Maksud","1899101756270981287","","areummiso","in","","0","0","0","https://x.com/undefined/status/1899101756270981287","884038056415592450",
"1899820795276542010","Wed Mar 12 15:28:37 +0000 2025","0","@scarmamouche Sekarang juga gak kaleng² kok. SM C&amp;C isinya banyak aktor/aktris veteran. Ada beberapa yang masih junior dan baru debut tapi dari akting udah bagus²","1899844988454019106","","scarmamouche","in","","0","1","0","https://x.com/undefined/status/1899844988454019106","884038056415592450",
"1887344111105286506","Thu Feb 06 05:13:29 +0000 2025","1","@ichaesperr Turut berduka citaa ","1887368996682670501","","ichaesperr","in","","0","0","0","https://x.com/undefined/status/1887368996682670501","884038056415592450",
"1899835658388029677","Wed Mar 12 15:19:41 +0000 2025","0","@kdrama_menfess Ya tuhan akhirnya ","1899842741447893125","","kdrama_menfess","in","","0","0","0","https://x.com/undefined/status/1899842741447893125","884038056415592450",
"1899633994561401178","Wed Mar 12 15:21:09 +0000 2025","5","@pkngmice @nebulasoull @kdrama_menfess Aku lupa siapa. Tapi saat itu member lagi bahas tentang awsaz zaman² nyari momen anak wayv ke anak 127 ataupun dream.","1899843108596289929","","pkngmice","in","","0","0","0","https://x.com/undefined/status/1899843108596289929","884038056415592450",
"1897467326766678335","Thu Mar 06 02:02:57 +0000 2025","0","@kdrama_menfess Ohh kontrak sama Woolim udah habis ya","1897467907732594901","","kdrama_menfess","in","","0","1","0","https://x.com/undefined/status/1897467907732594901","884038056415592450",
"1899820795276542010","Wed Mar 12 15:28:51 +0000 2025","0","@jaexjeff Iyaa. Ada yang emang akun gembokan ","1899845047249682464","","jaexjeff","in","","0","0","0","https://x.com/undefined/status/1899845047249682464","884038056415592450",
"1898742111589069136","Sun Mar 09 15:42:47 +0000 2025","0","@convomf Aku dari zaman punya HP sendiri sampai sekarang (11 tahun) selalu pakai Tri dan di domku aman banget untuk sinyalnya harganya juga murah dibanding kartu punya mamaku(*L) Dan terakhir kubawa ke desanya nenekku pun sinyalnya udah stabil","1898761391810715831","","convomf","in","","0","0","0","https://x.com/undefined/status/1898761391810715831","884038056415592450",
